Q,A,label
너 키 크는 거 맞구나? 오늘따라 궁금한 것도 많구.,아 진짜! 한마디를 안져! 한마디를! 어쩜 그렇게 필사적으로 구박일까? ,0
너 그랬어.,안 그랬어.,0
안 그랬어.,그때. 분명히 그랬어.,0
그때. 분명히 그랬어.,그런 적 없다니깐.,0
그런 적 없다니깐.,니가 분명히. 첫 눈 올 때 만나자고 그랬어.,0
니가 분명히. 첫 눈 올 때 만나자고 그랬어.,말도 안돼. 내가 그런 유치한 얘길 했을 리가 없어.,0
말도 안돼. 내가 그런 유치한 얘길 했을 리가 없어.,아. 짜증나. 녹음을 해 놨어야 되는데. 진짜.,0
알았어. 집문제는 그럼 오빠 말대로 해. 아빠한테 내가 잘 얘기할께.,... 미안해. 근데 너 잘 알잖아. 그게... ,0
... 미안해. 근데 너 잘 알잖아. 그게..., 알았어. 알았는데... 나 좀 섭섭해.,0
기분도 그런데. 우리 술 마실까? 술먹자. 술.,됐어. 무슨 술이야.,0
됐어. 무슨 술이야., 오늘 나랑 놀자. ,0
오늘 나랑 놀자.,얘가 왜 이래? 안돼. 나 이따가 학교 들려야 돼.,0
얘가 왜 이래? 안돼. 나 이따가 학교 들려야 돼.,학교?,0
학교?,성적증명 떼러.,0
성적증명 떼러.,... 미국 가는 거 땜에?,0
... 미국 가는 거 땜에?,귀찮게... 뭘 보내라는 게 많아. 에이...,0
미국은 갔다 언제와?,모르지 뭐. 몇 년이 될지... 가봐야 알지.,0
모르지 뭐. 몇 년이 될지... 가봐야 알지.,섭섭하겠다. 그 동네에서 오래 살았잖아.,0
섭섭하겠다. 그 동네에서 오래 살았잖아.,섭섭하긴. 지긋지긋하지.,0
섭섭하긴. 지긋지긋하지.,그럼 느네 어머니는 거기 혼자 계시는 거야? 가게도 정리하신다며?,0
그럼 느네 어머니는 거기 혼자 계시는 거야? 가게도 정리하신다며?,몰라. 어떻게 될지.,0
몰라. 어떻게 될지.,그래두. 걱정되겠다. 혼자 아프시기라도 하면 큰일인데... 나이 드신 분들은 순간이더라. 니가 신경 많이 써.,0
그냥 여기서 평생 엄마랑 같이 살까?,난 그냥... 걱정 돼서... ,0
난 그냥... 걱정 돼서...,니가 그런 걱정을 왜 해?,0
니가 그런 걱정을 왜 해?,왜 화를 내? 그냥 자주 왔다 갔다 하면 되잖아. 적적하지 않으시게...,0
왜 화를 내? 그냥 자주 왔다 갔다 하면 되잖아. 적적하지 않으시게...,"자주 왔다 갔다 하기는... 내가 어디 놀러가는 걸로 보이니? 당장 학비에, 집세에. 먹고 살 걱정으로도 빠듯해. 모르면 속 편한 소리 말어. ",0
자주 왔다 갔다 하기는... 내가 어디 놀러가는 걸로 보이니? 당장 학비에  집세에. 먹고 살 걱정으로도 빠듯해. 모르면 속 편한 소리 말어., ... 그래. 알았어. 그만 하자. 내가 잘못했어. 그만해.,0
우리 10년 뒤에 뭐하고 있을까?,난 건축하고 넌 피아노치고 있겠지.,0
난 건축하고 넌 피아노치고 있겠지.,아니. 난... 피아노 안 칠 꺼야.,0
아니. 난... 피아노 안 칠 꺼야.,왜?,0
왜?,음악 하는 애들 재수 없어. 다들 지 잘났다고. 부모 돈지랄. 재수 없어. ,0
음악 하는 애들 재수 없어. 다들 지 잘났다고. 부모 돈지랄. 재수 없어.,그럼... 뭐 할 껀데?,0
그럼... 뭐 할 껀데?,아나운서! 그래서 라디오 디제이도 하고. 돈도 많이 벌고... 유명해질 꺼야.,0
아나운서! 그래서 라디오 디제이도 하고. 돈도 많이 벌고... 유명해질 꺼야.,아나운서가 돈 많이 벌어?,0
아나운서가 돈 많이 벌어?,... 아닌가? 아니면 적어도 돈 많은 남자랑 결혼해.,0
나 오늘 생일이다., 오늘?,0
오늘?,응.,0
응.,근데... 왜. 나랑... 생일이면 친구들이랑 같이... 파티하고 그런거...,0
근데... 왜. 나랑... 생일이면 친구들이랑 같이... 파티하고 그런거...,넌 내 친구아니야?,0
넌 내 친구아니야?, 진작 얘기했으면 선물이라도 준비할걸.,0
진작 얘기했으면 선물이라도 준비할걸.,해줘.  ,0
해줘.,뭐 해줄까? ,0
뭐 해줄까?,나중에 이런데다 집 짓고 살거야. 그때 니가 지어줘. 꽁짜로. 알았지?,0
나중에 이런데다 집 짓고 살거야. 그때 니가 지어줘. 꽁짜로. 알았지?,당연하지!,0
저번에 철길 걷기 내기를 했는데...,그게 뭐야?,0
그게 뭐야?,몰라? 철길 걷다가 먼저 떨어지는 사람이 지는 거.,0
몰라? 철길 걷다가 먼저 떨어지는 사람이 지는 거., 오 갓. 너무 유치해.,0
오 갓. 너무 유치해.,걔가 내기로 손목 때리기를 하자는 거야.,0
걔가 내기로 손목 때리기를 하자는 거야.,근데?,0
근데?,손목 때리기는... 보통 사이에선 하지 않지 않냐? 막 손잡고 그래야 하는데...,0
오빠 오피스텔이 대치동이죠? 거기 얼마나 해요?,왜? 너 이사 오게?,0
왜? 너 이사 오게?,네.,0
네.,언제?,0
언제?,최대한 빨리요. 아빠가 집 알아보라고 해서...,0
최대한 빨리요. 아빠가 집 알아보라고 해서...,오... 잘 됐네. 그럼 내 오피스텔로 한번 놀러와. 와서 보고... 술도 한잔 하고...,0
오... 잘 됐네. 그럼 내 오피스텔로 한번 놀러와. 와서 보고... 술도 한잔 하고...,그래두 돼요?,0
엄마 우리 이사 가면 안 돼?,무슨 이살 가?,0
무슨 이살 가?,그냥 이사... ,0
그냥 이사...,그게 무슨 뚱단지같은 소리야? ,0
그게 무슨 뚱단지같은 소리야?,강남에 아파트 같은 데로...,0
강남에 아파트 같은 데로...,가득이나 골치 아파 죽겠는데 얘가 웬 헛소리야. 나중에 니가 돈 벌어서 이사 가. 오늘두 겨우 2만원 팔고 들어왔어.,0
가득이나 골치 아파 죽겠는데 얘가 웬 헛소리야. 나중에 니가 돈 벌어서 이사 가. 오늘두 겨우 2만원 팔고 들어왔어., 그래. 자랑이다!,0
저기... 첫 눈 올 때... 뭐 해?,첫 눈? 그거 언제 오는데?,0
첫 눈? 그거 언제 오는데?, 아... 그러니까... 글쎄... 보통 겨울에... 때 되면... ,0
아... 그러니까... 글쎄... 보통 겨울에... 때 되면...,우리 그때 만날까? 재밌겠다. 첫 눈 오면 무조건 늬네 동네. 그 빈 집에서 보기로. 어때?,0
우리 그때 만날까? 재밌겠다. 첫 눈 오면 무조건 늬네 동네. 그 빈 집에서 보기로. 어때?,어... 뭐... 그럴까. 그럼?,0
선배. 좋은 기회잖아요?,... 글쎄.,0
... 글쎄.,아니. 반응이 왜 이래? 난 무지 칭찬 받을 줄 알았는데. 고맙다고 뭐 먹고 싶냐고 물어보면 한우 사달라고 그러려구 그랬는데.,0
아니. 반응이 왜 이래? 난 무지 칭찬 받을 줄 알았는데. 고맙다고 뭐 먹고 싶냐고 물어보면 한우 사달라고 그러려구 그랬는데., 고마워. 고맙긴 고마운데. 너무 갑작스러워서.,0
고마워. 고맙긴 고마운데. 너무 갑작스러워서.,MC하고 싶어 했잖아? 선배도 이제 현장 그만하고 메인 해야지. 언제까지… 같이 해요. 선배가 MC하고. 내가 PD하고. 아름답잖아?,0
여긴 정말... 하나도 안변했네.,밥 먹자. 내가 살께.,0
밥 먹자. 내가 살께.,여기서 체르니 처음 시작했는데. ,0
여기서 체르니 처음 시작했는데.,뭐 먹을래?,0
뭐 먹을래?,선생님 진짜 무서웠거든. 맨날 손바닥 맞고.,0
선생님 진짜 무서웠거든. 맨날 손바닥 맞고.,먹고 싶은 거 없어?,0
먹고 싶은 거 없어?, 아니. 왜 하루종일 밥타령이야? 요즘 굶고 다녀?,0
너 미역국이나 챙겨주게. 너 오늘 생일 아니야? 아니야? 생일 바꿨어?,맞어. 오늘 내 생일 맞어. ,0
맞어. 오늘 내 생일 맞어.,근데 왜?,0
근데 왜?,... 기특해서. 귀여워서. ,0
근데 선물은 없어?,역시 막국수는 춘천 막국수라고.,0
역시 막국수는 춘천 막국수라고.,국수 한 끼로 퉁치게?,0
국수 한 끼로 퉁치게?,막국수는 이름 이상하지 않어?,0
막국수는 이름 이상하지 않어?,나 받고 싶은 거 있는데.,0
다음주 준공검사 앞두고  이제와서 무슨 2층을 올려? 장난쳐?,추가 비용 다 감수하겠대.,0
추가 비용 다 감수하겠대.,돈이면 다야? 설계 다시 하고 골조 건들면 최소한 한달인데. 그럼 스케쥴은?,0
돈이면 다야? 설계 다시 하고 골조 건들면 최소한 한달인데. 그럼 스케쥴은?,좀 늦춰지겠지.,0
좀 늦춰지겠지.,다음달에 우리 결혼식인 거 까먹었어? 지금 할일이 산더민데. 우린 어쩌라고?,0
다음달에 우리 결혼식인 거 까먹었어? 지금 할일이 산더민데. 우린 어쩌라고?,얘기했잖아. 서연이가 완전히 내려와서...,0
얘기했잖아. 서연이가 완전히 내려와서..., 그건 그 여자 사정이지!,0
어디 가세요?,... 정릉이요.,0
... 정릉이요.,아... 정릉은 안 되는데...,0
아... 정릉은 안 되는데...,... 예?,0
... 예?,거긴 안 되는데...,0
거긴 안 되는데...,왜요?,0
왜요?,다른 차 타요. 지금은 강 못 건너.,0
다른 차 타요. 지금은 강 못 건너., 왜 못 가는데요?,0
왜 못 가는데요?,아니 못 간다면 그런 줄 알지... 빨리 문 닫아.,0
아니 못 간다면 그런 줄 알지... 빨리 문 닫아.,가요... 정릉...,0
가요... 정릉...,아... 진짜... 이 사람이...,0
아... 진짜... 이 사람이..., 왜 못 가냐구!,0
꼭 오셔야 돼요.,... 결혼 축하해.  ,0
... 결혼 축하해.,그럼 저희 먼저 가 볼께요.  오늘 회사에서 저희 환송회가 있어서... ,0
그럼 저희 먼저 가 볼께요.  오늘 회사에서 저희 환송회가 있어서...,어... 그래. 어서 가봐. 차 막히기 전에. ,0
어... 그래. 어서 가봐. 차 막히기 전에., 가자. 늦었어.,0
아... 왜 또 평일이야?,그것도 겨우 잡은 거예요.,0
그것도 겨우 잡은 거예요.,저런 놈이랑 결혼하는데 좋아? 그렇게 행복해?,0
저런 놈이랑 결혼하는데 좋아? 그렇게 행복해?,... 좋죠. 그럼!,0
지금 그게 말이 돼? 사람들 다 저기 있는데.,미안해. 니가 좀... 잘 마무리해라.,0
미안해. 니가 좀... 잘 마무리해라.,도대체 지금 어딜 간다는 거야? 무슨 급한 일인데? 말을 해야 알거 아니야.,0
도대체 지금 어딜 간다는 거야? 무슨 급한 일인데? 말을 해야 알거 아니야.,나중에 얘기할께. 나중에...  ,0
왜 더 자.,... 답답해.,0
... 답답해.,답답해? 어디가 어떻게 답답해?,0
답답해? 어디가 어떻게 답답해?,그냥... 기분이 이상해. 내가... 내가 아닌 거 같아.,0
그냥... 기분이 이상해. 내가... 내가 아닌 거 같아.,... 어떻게 할까? 의사 부를까?,0
... 어떻게 할까? 의사 부를까?,됐어.,0
됐어.,그럼? 뭐 해줄까? 등 쳐줄까?,0
그럼? 뭐 해줄까? 등 쳐줄까?,그냥...,0
너 영어 잘하지? 번역 과제가 있는데 제대로 했는지 확인해 줄 수 있어?,"음, 일단 메일로 보내봐. 그런데 언제까지 해야 되는데?",0
음  일단 메일로 보내봐. 그런데 언제까지 해야 되는데?,과제 제출이 다음 주 월요일이니까 토요일까지 보내 줘.,0
과제 제출이 다음 주 월요일이니까 토요일까지 보내 줘.,알았어. 그럼 메일 확인하고 전화할게.,0
관리사무소지요? 아파트 관리비 고지서를 아직 못 받아서요.,"아, 그렇습니까? 혹시 우편함은 확인하셨나요? 어제 넣어드렸는데요.",0
아  그렇습니까? 혹시 우편함은 확인하셨나요? 어제 넣어드렸는데요.,봤는데 없더라고요. 지금 관리사무소에 가면 받을 수 있나요?,0
봤는데 없더라고요. 지금 관리사무소에 가면 받을 수 있나요?,"네, 오시면 바로 재발급해 드리겠습니다.",0
차가 좀 흔들리는 것 같아요.,그래요? 너무 빨라서 그런 거 아닐까요? 속도를 좀 줄여 봐요.,0
그래요? 너무 빨라서 그런 거 아닐까요? 속도를 좀 줄여 봐요.,마찬가지예요. 카센터에서 점검한 지 얼마 안됐는데… 아무래도 세워야겠어요,0
마찬가지예요. 카센터에서 점검한 지 얼마 안됐는데… 아무래도 세워야겠어요,조금 더 가면 휴게소가 나올 거에요. 혹시 바퀴에 문제가 있는지 내려서 제가 확인해볼게요,0
실장님  신제품 설명회 준비는 잘 돼 가요?,"네, 그런데 설명회 자료가 아직 도착 안 했어요. 안내를 도와줄 사람도 좀 부족하고요.",0
네  그런데 설명회 자료가 아직 도착 안 했어요. 안내를 도와줄 사람도 좀 부족하고요.,"그럼, 자료 제작 회사에 전화 한번 해 보세요. 저는 도와줄 아르바이트 학생을 구할 수 있는지 알아볼게요.",0
그럼  자료 제작 회사에 전화 한번 해 보세요. 저는 도와줄 아르바이트 학생을 구할 수 있는지 알아볼게요.,"네, 그래요. 그럼 이따가 다시 봐요.",0
미안한데 도서관에서 책 좀 빌려줄래? 어제 학생증을 잃어 버렸어.,도서관에 가면 도서관 출입증을 만들어 주던데.,0
도서관에 가면 도서관 출입증을 만들어 주던데.,도서관 출입증? 사진이 없는데… 사진이 없어도 만들어 줘?,0
도서관 출입증? 사진이 없는데… 사진이 없어도 만들어 줘?,도서관에서 사진을 찍어 줄 거야. 그 사진으로 만들면 돼.,0
저 드라마 역사하고 너무 다른 거 아냐? 작가가 제대로 알고 썼는지 모르겠네.,그냥 드라마일 뿐이잖아. 재미있게 만들려고 내용을 좀 각색했겠지.,0
그냥 드라마일 뿐이잖아. 재미있게 만들려고 내용을 좀 각색했겠지.,역사 드라마는 시청률보다 역사적인 사실 전달에 더 신경 써야 할 것 같아. 시청자들이 기대하는 것도 그런 거 아닐까?,0
역사 드라마는 시청률보다 역사적인 사실 전달에 더 신경 써야 할 것 같아. 시청자들이 기대하는 것도 그런 거 아닐까?,"그 말도 맞는데, 시청자가 원하는 건 역사 공부가 아니라 재미야.",0
예전에 가입해 놓은 쇼핑몰에서 개인 정보가 유출됐다고 연락이 왔는데 뭘 어떻게 해야 되는 거야?,개인 정보 유출? 홈페이지에 들어가서 비밀번호부터 바꿔야지.,0
개인 정보 유출? 홈페이지에 들어가서 비밀번호부터 바꿔야지.,자주 이용하지도 않는데 가입하지 말 걸 그랬어. 그런데 쇼핑몰에서 개인 정보를 더 철저하게 관리해야 하는 거 아냐? 요즘 사고가 얼마나 많은데..,0
자주 이용하지도 않는데 가입하지 말 걸 그랬어. 그런데 쇼핑몰에서 개인 정보를 더 철저하게 관리해야 하는 거 아냐? 요즘 사고가 얼마나 많은데..,개인 정보 관리를 쇼핑몰에 다 맡길 수는 없지. 네가 비밀번호라도 자주 바꿨으면 이런 일이 없었을거야.,0
구청이죠? 공원 앞에 있는 야외무대를 사용하고 싶은데 어떻게 신청하나요?,어떤 행사인가요? 야외무대에서 물건을 팔거나 상품을 홍보하는 경우에는 사용할 수 없습니다.,0
어떤 행사인가요? 야외무대에서 물건을 팔거나 상품을 홍보하는 경우에는 사용할 수 없습니다.,"네, 알고 있습니다. 자선 단체에서 하는 나눔 행사입니다. 무대 행사는 잠깐 하고 주로 사람들에게 홍보물을 나눠 줄 건데요.",0
네  알고 있습니다. 자선 단체에서 하는 나눔 행사입니다. 무대 행사는 잠깐 하고 주로 사람들에게 홍보물을 나눠 줄 건데요.,그래요? 그런 목적이라면 신청 가능해요. 신청 양식은 구청 홈페이지에서 내려 받으시면 됩니다. 행사 후에는 주변을 깨끗이 정리해 주셔야 합니다.,0
